campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,campaign_duration,calculated_roi,roi_comparison,net_profit,start_month,start_month_name,start_quarter,start_year,end_month,end_month_name,end_quarter,end_year,start_day_of_week,campaign_quarter,revenue_category,calculated_roi_performance,budget_category,conversion_performance,profit_margin,revenue_per_day,is_profitable,is_high_performing,is_holiday_campaign,is_long_campaign,is_digital,cost_per_conversion
Multi-tiered asynchronous model,2022-08-26,2024-01-03,28192.89,0.33,social media,B2C,organic,0.1,892332.18,495,3065.1,Different,864139.29,8,August,3,2022,1,January,1,2024,Friday,3Q2022,high revenue,Muy alto,low budget,Baja,0.9684053868818224,1802.691272727273,1,1,0,1,1,2819.2889999999998
Persevering tertiary solution,2022-12-24,2023-12-07,46790.73,0.3,social media,B2C,promotion,0.79,808758.89,348,1628.46,Different,761968.16,12,December,4,2022,12,December,4,2023,Saturday,4Q2022,high revenue,Muy alto,medium budget,Alta,0.9421450192652596,2324.0197988505747,1,1,1,0,0,592.2877215189874
Expanded 3rdgeneration synergy,2022-10-08,2024-07-09,43946.75,0.14,email,B2B,paid,0.0,739069.46,640,1581.74,Different,695122.71,10,October,4,2022,7,July,3,2024,Saturday,4Q2022,high revenue,Muy alto,medium budget,Baja,0.9405377269952407,1154.79603125,1,1,0,1,1,0.0
Stand-alone web-enabled array,2022-09-10,2023-11-24,49546.42,0.62,social media,B2C,organic,0.26,837766.38,440,1590.87,Different,788219.96,9,September,3,2022,11,November,4,2023,Saturday,3Q2022,high revenue,Muy alto,medium budget,Baja,0.9408589062740855,1904.0145,1,1,0,1,1,1905.6315384615384
Streamlined homogeneous emulation,2022-08-22,2023-11-17,41792.48,0.83,podcast,B2C,promotion,0.28,760400.54,452,1719.47,Different,718608.06,8,August,3,2022,11,November,4,2023,Monday,3Q2022,high revenue,Muy alto,medium budget,Baja,0.9450388607035971,1682.3020796460178,1,1,0,1,0,1492.5885714285714
Face-to-face multi-tasking flexibility,2023-06-07,2023-10-23,92997.45,0.94,podcast,B2B,referral,0.51,779020.93,138,737.68,Different,686023.4800000001,6,June,2,2023,10,October,4,2023,Wednesday,2Q2023,high revenue,Muy alto,high budget,Media,0.880622655414406,5645.079202898551,1,1,0,0,0,1823.479411764706
Cross-group bandwidth-monitored algorithm,2023-04-18,2024-02-06,92913.24,0.16,podcast,B2C,paid,0.63,332706.37,294,258.08,Different,239793.13,4,April,2,2023,2,February,1,2024,Tuesday,2Q2023,low revenue,Muy alto,high budget,Alta,0.7207350132791266,1131.654319727891,1,1,0,0,1,1474.8133333333335
Cross-platform empowering protocol,2022-10-13,2024-02-05,15036.97,0.72,social media,B2B,referral,0.66,408446.72,480,2616.28,Different,393409.75,10,October,4,2022,2,February,1,2024,Thursday,4Q2022,medium revenue,Muy alto,low budget,Alta,0.9631849901989665,850.9306666666666,1,1,0,1,0,227.83287878787877
Robust maximized Graphic Interface,2022-09-17,2024-07-31,95291.59,0.3,social media,B2B,organic,0.27,804844.5,683,744.61,Different,709552.91,9,September,3,2022,7,July,3,2024,Saturday,3Q2022,high revenue,Muy alto,high budget,Baja,0.8816024834610909,1178.396046852123,1,1,0,1,1,3529.318148148148
Reduced solution-oriented Local Area Network,2022-10-18,2024-02-07,29617.85,0.94,podcast,B2B,paid,0.7,502557.55,477,1596.81,Different,472939.7,10,October,4,2022,2,February,1,2024,Tuesday,4Q2022,medium revenue,Muy alto,low budget,Alta,0.941065754558856,1053.5797693920335,1,1,0,1,1,423.1121428571428
Inverse dedicated process improvement,2023-01-14,2023-12-20,41771.2,0.86,webinar,B2C,organic,0.7,888385.22,340,2026.79,Different,846614.02,1,January,1,2023,12,December,4,2023,Saturday,1Q2023,high revenue,Muy alto,medium budget,Alta,0.9529807576042294,2612.897705882353,1,1,1,0,1,596.7314285714285
Networked impactful complexity,2022-11-13,2023-12-17,53289.5,0.63,webinar,B2C,referral,0.1,843984.33,399,1483.77,Different,790694.83,11,November,4,2022,12,December,4,2023,Sunday,4Q2022,high revenue,Muy alto,high budget,Baja,0.936859609703891,2115.248947368421,1,1,1,1,0,5328.95
Re-contextualized 3rdgeneration moderator,2023-01-15,2024-07-07,85490.69,0.33,podcast,B2C,referral,0.59,180847.3,539,111.54,Different,95356.60999999999,1,January,1,2023,7,July,3,2024,Sunday,1Q2023,low revenue,Muy alto,high budget,Media,0.5272769347399712,335.5237476808905,1,1,1,1,0,1448.994745762712
Operative heuristic middleware,2023-05-27,2023-08-28,95518.8,0.31,webinar,B2C,referral,0.46,396609.72,93,315.22,Different,301090.92,5,May,2,2023,8,August,3,2023,Saturday,2Q2023,low revenue,Muy alto,high budget,Media,0.7591617270499573,4264.62064516129,1,1,0,0,0,2076.495652173913
Seamless didactic algorithm,2022-09-06,2024-04-07,20179.61,0.31,webinar,B2B,promotion,0.46,327538.8,579,1523.12,Different,307359.19,9,September,3,2022,4,April,2,2024,Tuesday,3Q2022,low revenue,Muy alto,low budget,Media,0.9383901693478758,565.6974093264248,1,1,0,1,0,438.68717391304347
Enhanced systematic conglomeration,2023-06-06,2024-06-03,26004.11,0.82,email,B2B,organic,0.88,418291.72,363,1508.56,Different,392287.61,6,June,2,2023,6,June,2,2024,Tuesday,2Q2023,medium revenue,Muy alto,low budget,Alta,0.9378325968297915,1152.3187878787878,1,1,0,0,1,295.50125
Customizable mission-critical projection,2022-09-05,2023-11-05,66562.1,0.6,email,B2B,promotion,0.6,762382.2,426,1045.37,Different,695820.1,9,September,3,2022,11,November,4,2023,Monday,3Q2022,high revenue,Muy alto,high budget,Alta,0.9126919542455215,1789.6295774647886,1,1,0,1,0,1109.3683333333333
Future-proofed dynamic Internet solution,2022-10-08,2023-10-20,8494.12,0.8,podcast,B2C,paid,0.93,208871.22,377,2359.01,Different,200377.1,10,October,4,2022,10,October,4,2023,Saturday,4Q2022,low revenue,Muy alto,low budget,Muy alta,0.9593332197705361,554.0350663129974,1,1,0,1,1,91.33462365591399
Realigned homogeneous support,2022-10-13,2024-03-03,24132.55,0.99,social media,B2C,paid,0.65,33543.21,507,39.0,Different,9410.66,10,October,4,2022,3,March,1,2024,Thursday,4Q2022,low revenue,Muy alto,low budget,Alta,0.2805533519302416,66.16017751479289,1,1,0,1,1,371.27
Enterprise-wide non-volatile projection,2023-03-05,2024-04-18,99324.9,0.63,email,B2B,organic,0.85,513550.65,410,417.04,Different,414225.75,3,March,1,2023,4,April,2,2024,Sunday,1Q2023,medium revenue,Muy alto,high budget,Alta,0.8065918132904709,1252.5625609756098,1,1,0,1,1,1168.5282352941176
Stand-alone composite matrix,2022-11-10,2023-12-19,47307.68,0.78,podcast,B2B,referral,0.85,777464.6,404,1543.42,Different,730156.9199999999,11,November,4,2022,12,December,4,2023,Thursday,4Q2022,high revenue,Muy alto,medium budget,Alta,0.9391513388519553,1924.4173267326732,1,1,1,1,0,556.5609411764706
Intuitive analyzing contingency,2022-11-02,2023-10-29,66488.96,0.19,webinar,B2C,promotion,0.53,488511.76,361,634.73,Different,422022.8,11,November,4,2022,10,October,4,2023,Wednesday,4Q2022,medium revenue,Muy alto,high budget,Media,0.8638948630428057,1353.2181717451524,1,1,1,0,0,1254.5086792452832
Networked systemic toolset,2023-02-06,2023-09-12,41529.52,0.54,podcast,B2C,paid,0.79,926873.57,218,2131.84,Different,885344.0499999999,2,February,1,2023,9,September,3,2023,Monday,1Q2023,high revenue,Muy alto,medium budget,Alta,0.9551939753768143,4251.713623853211,1,1,0,0,1,525.6901265822785
Compatible content-based architecture,2023-02-05,2024-05-27,59471.38,0.6,email,B2B,paid,0.16,247589.89,477,316.32,Different,188118.51,2,February,1,2023,5,May,2,2024,Sunday,1Q2023,low revenue,Muy alto,high budget,Baja,0.7597988350816748,519.0563731656184,1,1,0,1,1,3716.96125
Universal uniform service-desk,2023-07-10,2024-05-16,37054.16,0.39,email,B2B,referral,0.6,5971.96,311,-83.88,Different,-31082.200000000004,7,July,3,2023,5,May,2,2024,Monday,3Q2023,low revenue,Muy bajo,medium budget,Alta,-5.204689917548008,19.202443729903536,0,0,0,0,0,617.5693333333334
Programmable non-volatile encoding,2023-02-22,2023-08-21,46184.9,0.27,podcast,B2C,referral,0.2,870419.56,180,1784.64,Different,824234.66,2,February,1,2023,8,August,3,2023,Wednesday,1Q2023,high revenue,Muy alto,medium budget,Baja,0.9469394966262017,4835.664222222223,1,1,0,0,0,2309.245
Public-key logistical knowledgebase,2022-09-13,2024-07-25,35711.19,0.93,webinar,B2C,promotion,0.39,669747.7,681,1775.46,Different,634036.51,9,September,3,2022,7,July,3,2024,Tuesday,3Q2022,high revenue,Muy alto,medium budget,Media,0.9466796377202938,983.4767988252569,1,1,0,1,0,915.6715384615385
Profit-focused next generation installation,2023-03-12,2024-07-30,16505.53,0.21,podcast,B2C,paid,0.29,401190.17,506,2330.64,Different,384684.64,3,March,1,2023,7,July,3,2024,Sunday,1Q2023,medium revenue,Muy alto,low budget,Baja,0.9588585881852489,792.8659486166008,1,1,0,1,1,569.1562068965518
Quality-focused local methodology,2022-09-21,2023-12-27,11092.23,0.54,social media,B2C,paid,0.83,104296.76,462,840.27,Different,93204.53,9,September,3,2022,12,December,4,2023,Wednesday,3Q2022,low revenue,Muy alto,low budget,Alta,0.8936474153175995,225.75056277056277,1,1,0,1,1,133.6413253012048
Intuitive mobile focus group,2023-06-04,2024-02-12,56406.79,0.62,podcast,B2C,referral,0.7,149846.93,253,165.65,Different,93440.13999999998,6,June,2,2023,2,February,1,2024,Sunday,2Q2023,low revenue,Muy alto,high budget,Alta,0.6235705996779513,592.2803557312253,1,1,0,0,0,805.8112857142858
Extended web-enabled approach,2023-01-23,2023-10-26,94020.1,0.73,social media,B2B,referral,0.47,253543.28,276,169.67,Different,159523.18,1,January,1,2023,10,October,4,2023,Monday,1Q2023,low revenue,Muy alto,high budget,Media,0.6291753423715273,918.6350724637681,1,1,1,0,0,2000.4276595744682
Configurable context-sensitive orchestration,2022-09-15,2024-05-22,45583.71,0.3,social media,B2C,organic,0.0,959198.9,615,2004.26,Different,913615.1900000001,9,September,3,2022,5,May,2,2024,Thursday,3Q2022,high revenue,Muy alto,medium budget,Baja,0.9524773120569676,1559.6730081300814,1,1,0,1,1,0.0
Organized multi-state definition,2022-09-26,2023-11-22,94235.4,0.21,social media,B2B,promotion,0.16,138245.41,422,46.7,Different,44010.01000000001,9,September,3,2022,11,November,4,2023,Monday,3Q2022,low revenue,Muy alto,high budget,Baja,0.3183469888801372,327.59575829383886,1,1,0,1,0,5889.7125
Reverse-engineered non-volatile intranet,2022-08-09,2023-10-22,35179.9,0.28,webinar,B2B,referral,0.53,119499.36,439,239.68,Different,84319.45999999999,8,August,3,2022,10,October,4,2023,Tuesday,3Q2022,low revenue,Muy alto,medium budget,Media,0.7056059547097155,272.20810933940777,1,1,0,1,0,663.7716981132075
Versatile systematic flexibility,2023-05-16,2023-09-06,24546.35,0.81,webinar,B2C,promotion,0.14,415710.74,113,1593.57,Different,391164.39,5,May,2,2023,9,September,3,2023,Tuesday,2Q2023,medium revenue,Muy alto,low budget,Baja,0.940953293629123,3678.8561061946903,1,1,0,0,0,1753.3107142857139
Sharable tangible structure,2022-09-22,2023-12-07,11545.73,0.43,social media,B2C,promotion,0.5,30036.66,441,160.15,Different,18490.93,9,September,3,2022,12,December,4,2023,Thursday,3Q2022,low revenue,Muy alto,low budget,Media,0.6156120554016326,68.11034013605442,1,1,0,1,0,230.91459999999998
Stand-alone zero-defect Graphic Interface,2023-01-09,2023-10-31,41687.29,0.31,social media,B2B,organic,0.97,306545.57,295,635.35,Different,264858.28,1,January,1,2023,10,October,4,2023,Monday,1Q2023,low revenue,Muy alto,medium budget,Muy alta,0.8640094847888359,1039.137525423729,1,1,1,0,1,429.7658762886598
Intuitive 24hour flexibility,2023-05-22,2023-11-30,78922.22,0.6,podcast,B2C,organic,0.5,820394.15,192,939.5,Different,741471.93,5,May,2,2023,11,November,4,2023,Monday,2Q2023,high revenue,Muy alto,high budget,Media,0.9037996309456863,4272.886197916667,1,1,0,0,1,1578.4444
Profound heuristic solution,2022-09-03,2023-12-05,29965.35,0.55,email,B2B,organic,0.69,800087.39,458,2570.04,Different,770122.04,9,September,3,2022,12,December,4,2023,Saturday,3Q2022,high revenue,Muy alto,low budget,Alta,0.9625474037279853,1746.9156986899563,1,1,0,1,1,434.28043478260867
Organized explicit pricing structure,2022-09-19,2023-11-10,44016.46,0.67,webinar,B2C,organic,0.46,516247.3,417,1072.85,Different,472230.83999999997,9,September,3,2022,11,November,4,2023,Monday,3Q2022,medium revenue,Muy alto,medium budget,Media,0.9147376460855098,1238.003117505995,1,1,0,1,1,956.8795652173912
Compatible local concept,2023-06-03,2024-03-09,79189.2,0.81,webinar,B2B,referral,0.15,9576.39,280,-87.91,Different,-69612.81,6,June,2,2023,3,March,1,2024,Saturday,2Q2023,low revenue,Muy bajo,high budget,Baja,-7.269212093492433,34.20139285714286,0,0,0,0,0,5279.28
Business-focused directional instruction set,2023-06-21,2023-09-08,65347.8,0.74,podcast,B2B,promotion,0.8,868299.33,79,1228.74,Different,802951.5299999999,6,June,2,2023,9,September,3,2023,Wednesday,2Q2023,high revenue,Muy alto,high budget,Alta,0.924740469395502,10991.13075949367,1,1,0,0,0,816.8475000000001
Up-sized foreground open system,2023-04-29,2024-05-08,64165.51,0.66,podcast,B2B,promotion,0.44,290264.87,375,352.37,Different,226099.36,4,April,2,2023,5,May,2,2024,Saturday,2Q2023,low revenue,Muy alto,high budget,Media,0.7789415233059378,774.0396533333334,1,1,0,1,0,1458.3070454545455
Operative exuding process improvement,2023-05-29,2023-11-11,55991.95,0.15,social media,B2B,organic,0.72,972995.99,166,1637.74,Different,917004.04,5,May,2,2023,11,November,4,2023,Monday,2Q2023,high revenue,Muy alto,high budget,Alta,0.9424540793842326,5861.421626506024,1,1,0,0,1,777.6659722222222
Ergonomic full-range workforce,2023-04-25,2024-03-13,88094.67,0.94,email,B2B,paid,0.24,295898.2,323,235.89,Different,207803.53000000003,4,April,2,2023,3,March,1,2024,Tuesday,2Q2023,low revenue,Muy alto,high budget,Baja,0.7022804802462469,916.0934984520125,1,1,0,0,1,3670.61125
Down-sized object-oriented website,2022-11-16,2024-04-10,23030.51,0.4,social media,B2C,referral,0.9,14158.69,511,-38.52,Different,-8871.819999999998,11,November,4,2022,4,April,2,2024,Wednesday,4Q2022,low revenue,Muy bajo,low budget,Muy alta,-0.6265989297032422,27.707808219178084,0,0,1,1,0,255.89455555555554
Fully-configurable web-enabled info-mediaries,2023-03-30,2024-04-04,44207.35,0.79,social media,B2C,organic,0.51,865565.75,371,1857.97,Different,821358.4,3,March,1,2023,4,April,2,2024,Thursday,1Q2023,high revenue,Muy alto,medium budget,Media,0.948926641332562,2333.061320754717,1,1,0,1,1,866.8107843137254
User-centric intangible success,2023-01-09,2023-08-27,40594.89,0.94,email,B2C,referral,0.86,313328.51,230,671.84,Different,272733.62,1,January,1,2023,8,August,3,2023,Monday,1Q2023,low revenue,Muy alto,medium budget,Alta,0.8704398460261403,1362.2978695652175,1,1,1,0,0,472.03360465116276
Realigned zero administration intranet,2023-03-12,2023-11-29,55314.88,0.11,social media,B2B,paid,0.34,354396.83,262,540.69,Different,299081.95,3,March,1,2023,11,November,4,2023,Sunday,1Q2023,low revenue,Muy alto,high budget,Media,0.8439182427224307,1352.6596564885497,1,1,0,0,1,1626.9082352941175
Secured grid-enabled policy,2023-07-22,2023-08-27,91275.2,0.77,email,B2C,paid,0.38,761329.99,36,734.1,Different,670054.79,7,July,3,2023,8,August,3,2023,Saturday,3Q2023,high revenue,Muy alto,high budget,Media,0.8801108570542454,21148.055277777778,1,1,0,0,1,2401.978947368421
Sharable neutral array,2023-03-24,2024-06-15,67716.57,0.39,webinar,B2B,promotion,0.15,120441.4,449,77.86,Different,52724.82999999999,3,March,1,2023,6,June,2,2024,Friday,1Q2023,low revenue,Muy alto,high budget,Baja,0.43776334383359866,268.2436525612472,1,1,0,1,0,4514.438
Universal global benchmark,2023-05-04,2024-03-13,15390.47,0.57,webinar,B2B,paid,0.72,289275.2,314,1779.57,Different,273884.73000000004,5,May,2,2023,3,March,1,2024,Thursday,2Q2023,low revenue,Muy alto,low budget,Alta,0.9467964415891857,921.2585987261147,1,1,0,0,1,213.75652777777776
Adaptive well-modulated extranet,2022-11-18,2023-08-09,71105.48,0.41,social media,B2C,promotion,0.9,242732.54,264,241.37,Different,171627.06,11,November,4,2022,8,August,3,2023,Friday,4Q2022,low revenue,Muy alto,high budget,Muy alta,0.7070624317613122,919.4414393939394,1,1,1,0,0,790.0608888888888
Versatile context-sensitive interface,2022-11-05,2023-10-29,30382.56,0.71,webinar,B2B,paid,0.95,441419.78,358,1352.87,Different,411037.22000000003,11,November,4,2022,10,October,4,2023,Saturday,4Q2022,medium revenue,Muy alto,medium budget,Muy alta,0.9311708233826766,1233.0161452513967,1,1,1,0,1,319.8164210526316
Synergistic value-added help-desk,2023-04-01,2024-07-18,29527.93,0.85,social media,B2C,paid,0.61,142683.63,474,383.22,Different,113155.70000000001,4,April,2,2023,7,July,3,2024,Saturday,2Q2023,low revenue,Muy alto,low budget,Alta,0.7930531344065189,301.0203164556962,1,1,0,1,1,484.06442622950823
Multi-channeled didactic process improvement,2022-12-31,2024-06-08,97339.13,0.5,email,B2B,organic,0.69,409395.67,525,320.59,Different,312056.54,12,December,4,2022,6,June,2,2024,Saturday,4Q2022,medium revenue,Muy alto,high budget,Alta,0.7622370309876506,779.8012761904762,1,1,1,1,1,1410.7120289855072
Distributed stable emulation,2022-12-04,2024-03-19,38723.34,0.41,email,B2C,referral,0.22,122519.77,471,216.4,Different,83796.43000000001,12,December,4,2022,3,March,1,2024,Sunday,4Q2022,low revenue,Muy alto,medium budget,Baja,0.6839421099141796,260.12690021231424,1,1,1,1,0,1760.151818181818
Operative context-sensitive Local Area Network,2022-08-31,2023-11-28,62234.75,0.51,email,B2B,promotion,0.84,640882.28,454,929.78,Different,578647.53,8,August,3,2022,11,November,4,2023,Wednesday,3Q2022,medium revenue,Muy alto,high budget,Alta,0.9028920724723424,1411.6349779735683,1,1,0,1,0,740.889880952381
Seamless motivating infrastructure,2023-02-20,2023-10-20,63478.39,0.96,podcast,B2B,organic,0.28,563372.52,242,787.5,Different,499894.13,2,February,1,2023,10,October,4,2023,Monday,1Q2023,medium revenue,Muy alto,high budget,Baja,0.8873243054169557,2327.9856198347106,1,1,0,0,1,2267.085357142857
Switchable leadingedge alliance,2023-01-29,2024-07-28,93236.34,0.92,webinar,B2C,referral,0.85,545988.99,546,485.6,Different,452752.65,1,January,1,2023,7,July,3,2024,Sunday,1Q2023,medium revenue,Muy alto,high budget,Alta,0.8292340290598168,999.9798351648351,1,1,1,1,0,1096.8981176470588
Multi-lateral grid-enabled middleware,2023-06-11,2024-07-17,84718.25,0.98,social media,B2B,paid,0.97,76971.76,402,-9.14,Different,-7746.490000000005,6,June,2,2023,7,July,3,2024,Sunday,2Q2023,low revenue,Muy bajo,high budget,Muy alta,-0.10064067652863863,191.47203980099502,0,0,0,1,1,873.3840206185567
Inverse system-worthy utilization,2022-08-25,2023-08-15,17398.1,0.22,email,B2C,paid,0.6,36397.45,355,109.2,Different,18999.35,8,August,3,2022,8,August,3,2023,Thursday,3Q2022,low revenue,Muy alto,low budget,Alta,0.5219967332876342,102.52802816901408,1,1,0,0,1,289.9683333333333
Extended next generation paradigm,2023-06-01,2024-01-26,78135.6,0.54,podcast,B2B,referral,0.11,551156.74,239,605.38,Different,473021.14,6,June,2,2023,1,January,1,2024,Thursday,2Q2023,medium revenue,Muy alto,high budget,Baja,0.8582334310200035,2306.0951464435147,1,1,0,0,0,7103.236363636364
Customer-focused bifurcated service-desk,2023-04-08,2023-09-19,24769.6,0.65,social media,B2B,organic,0.9,161983.35,164,553.96,Different,137213.75,4,April,2,2023,9,September,3,2023,Saturday,2Q2023,low revenue,Muy alto,low budget,Muy alta,0.847085518357288,987.7033536585366,1,1,0,0,1,275.21777777777777
Extended tangible hierarchy,2022-08-02,2024-04-07,36943.95,0.63,social media,B2C,referral,0.46,135256.94,614,266.11,Different,98312.99,8,August,3,2022,4,April,2,2024,Tuesday,3Q2022,low revenue,Muy alto,medium budget,Media,0.726860965507574,220.28817589576548,1,1,0,1,0,803.1293478260869
Down-sized systematic contingency,2023-05-14,2024-07-26,67417.39,0.15,podcast,B2C,paid,0.74,291171.32,439,331.89,Different,223753.93,5,May,2,2023,7,July,3,2024,Sunday,2Q2023,low revenue,Muy alto,high budget,Alta,0.7684614336329553,663.2604100227791,1,1,0,1,1,911.0458108108108
Focused holistic installation,2022-12-13,2023-09-14,65008.76,0.15,podcast,B2B,paid,0.36,433912.4,275,567.47,Different,368903.64,12,December,4,2022,9,September,3,2023,Tuesday,4Q2022,medium revenue,Muy alto,high budget,Media,0.8501799902468793,1577.8632727272727,1,1,1,0,1,1805.798888888889
Profound 24/7 parallelism,2023-06-21,2023-12-13,75478.5,0.15,social media,B2B,referral,0.34,372918.3,175,394.07,Different,297439.8,6,June,2,2023,12,December,4,2023,Wednesday,2Q2023,low revenue,Muy alto,high budget,Media,0.797600439560086,2130.961714285714,1,1,0,0,0,2219.955882352941
Ergonomic incremental utilization,2022-11-06,2024-06-01,30574.8,0.2,webinar,B2C,promotion,0.92,985934.77,573,3124.66,Different,955359.97,11,November,4,2022,6,June,2,2024,Sunday,4Q2022,high revenue,Muy alto,medium budget,Muy alta,0.9689890234827604,1720.6540488656196,1,1,1,1,0,332.33478260869566
Implemented actuating structure,2023-01-26,2024-05-11,73452.84,0.1,podcast,B2B,paid,0.83,870280.71,471,1084.82,Different,796827.87,1,January,1,2023,5,May,2,2024,Thursday,1Q2023,high revenue,Muy alto,high budget,Alta,0.9155986807980612,1847.7297452229298,1,1,1,1,1,884.9739759036144
Up-sized eco-centric open architecture,2023-05-20,2023-08-22,43439.29,0.57,social media,B2B,paid,0.24,887646.91,94,1943.42,Different,844207.62,5,May,2,2023,8,August,3,2023,Saturday,2Q2023,high revenue,Muy alto,medium budget,Baja,0.951062421881241,9443.052234042554,1,1,0,0,1,1809.9704166666668
Business-focused systematic Graphical User Interface,2023-01-25,2023-11-22,55795.59,0.37,social media,B2B,organic,0.7,678927.4,301,1116.81,Different,623131.81,1,January,1,2023,11,November,4,2023,Wednesday,1Q2023,high revenue,Muy alto,high budget,Alta,0.9178180317954469,2255.572757475083,1,1,1,0,1,797.0798571428571
Versatile explicit standardization,2023-05-08,2023-11-16,93728.56,0.87,webinar,B2B,paid,0.68,371660.32,192,296.53,Different,277931.76,5,May,2,2023,11,November,4,2023,Monday,2Q2023,low revenue,Muy alto,high budget,Alta,0.7478112271979963,1935.7308333333333,1,1,0,0,1,1378.3611764705881
Extended regional paradigm,2023-01-15,2023-09-09,61599.31,0.44,email,B2C,organic,0.3,510396.54,237,728.58,Different,448797.23,1,January,1,2023,9,September,3,2023,Sunday,1Q2023,medium revenue,Muy alto,high budget,Media,0.8793108785572881,2153.571898734177,1,1,1,0,1,2053.3103333333333
Multi-channeled real-time info-mediaries,2023-06-27,2024-04-30,71582.81,0.51,email,B2B,paid,0.0,878650.2,308,1127.46,Different,807067.3899999999,6,June,2,2023,4,April,2,2024,Tuesday,2Q2023,high revenue,Muy alto,high budget,Baja,0.9185309352914276,2852.7603896103897,1,1,0,0,1,0.0
Function-based 4thgeneration flexibility,2023-02-11,2024-04-20,40565.83,0.62,social media,B2C,promotion,0.11,90238.91,434,122.45,Different,49673.08,2,February,1,2023,4,April,2,2024,Saturday,1Q2023,low revenue,Muy alto,medium budget,Baja,0.5504618794708402,207.92375576036866,1,1,0,1,0,3687.802727272727
De-engineered object-oriented framework,2022-10-01,2023-12-10,12624.62,0.31,social media,B2C,paid,0.51,490299.83,435,3783.68,Different,477675.21,10,October,4,2022,12,December,4,2023,Saturday,4Q2022,medium revenue,Muy alto,low budget,Media,0.9742512250106226,1127.1260459770115,1,1,0,1,1,247.541568627451
Multi-layered full-range throughput,2023-02-09,2024-03-01,71398.88,0.38,social media,B2B,paid,0.83,428690.2,386,500.42,Different,357291.32,2,February,1,2023,3,March,1,2024,Thursday,1Q2023,medium revenue,Muy alto,high budget,Alta,0.83344877023081,1110.596373056995,1,1,0,1,1,860.2274698795181
Self-enabling multi-tasking help-desk,2023-05-01,2024-07-16,95378.2,0.69,email,B2B,referral,0.91,744126.87,442,680.19,Different,648748.67,5,May,2,2023,7,July,3,2024,Monday,2Q2023,high revenue,Muy alto,high budget,Muy alta,0.8718253515022244,1683.5449547511312,1,1,0,1,0,1048.1120879120879
Object-based national standardization,2022-08-13,2023-10-06,95049.66,0.84,podcast,B2C,promotion,0.2,307444.6,419,223.46,Different,212394.93999999997,8,August,3,2022,10,October,4,2023,Saturday,3Q2022,low revenue,Muy alto,high budget,Baja,0.6908397155129737,733.7579952267303,1,1,0,1,0,4752.483
Object-based leadingedge initiative,2023-03-01,2024-02-08,14254.9,0.8,podcast,B2C,promotion,0.31,373966.59,344,2523.42,Different,359711.69,3,March,1,2023,2,February,1,2024,Wednesday,1Q2023,low revenue,Muy alto,low budget,Media,0.9618818889676748,1087.112180232558,1,1,0,0,0,459.8354838709677
Sharable background circuit,2022-08-26,2024-06-15,39380.23,0.58,email,B2B,referral,0.99,878859.45,659,2131.73,Different,839479.22,8,August,3,2022,6,June,2,2024,Friday,3Q2022,high revenue,Muy alto,medium budget,Muy alta,0.9551916634679186,1333.6258725341427,1,1,0,1,0,397.780101010101
Front-line attitude-oriented adapter,2023-01-07,2024-04-23,32575.19,0.9,webinar,B2C,referral,0.17,262152.11,472,704.76,Different,229576.91999999998,1,January,1,2023,4,April,2,2024,Saturday,1Q2023,low revenue,Muy alto,medium budget,Baja,0.8757393560555359,555.4070127118644,1,1,1,1,0,1916.1876470588234
Grass-roots scalable framework,2023-02-16,2023-08-19,61978.1,0.39,social media,B2C,paid,0.77,108.21,184,-99.83,Different,-61869.89,2,February,1,2023,8,August,3,2023,Thursday,1Q2023,low revenue,Muy bajo,high budget,Alta,-571.7576009610942,0.5880978260869565,0,0,0,0,1,804.9103896103896
Networked zero administration array,2022-12-29,2023-12-13,62893.8,0.18,email,B2B,promotion,0.53,956677.1,349,1421.1,Different,893783.2999999999,12,December,4,2022,12,December,4,2023,Thursday,4Q2022,high revenue,Muy alto,high budget,Media,0.9342580688928375,2741.195128939828,1,1,1,0,0,1186.6754716981134
Visionary client-driven instruction set,2022-12-18,2023-11-09,80963.14,0.14,email,B2C,organic,0.7,520779.28,326,543.23,Different,439816.14,12,December,4,2022,11,November,4,2023,Sunday,4Q2022,medium revenue,Muy alto,high budget,Alta,0.8445346366314728,1597.4824539877302,1,1,1,0,1,1156.6162857142856
Seamless directional Graphic Interface,2022-08-27,2023-12-08,89833.97,0.6,email,B2C,promotion,0.42,533309.75,468,493.66,Different,443475.78,8,August,3,2022,12,December,4,2023,Saturday,3Q2022,medium revenue,Muy alto,high budget,Media,0.8315538577721484,1139.5507478632478,1,1,0,1,0,2138.9040476190476
Innovative 4thgeneration protocol,2022-08-16,2024-01-24,78857.26,0.15,webinar,B2C,promotion,0.74,899416.78,526,1040.56,Different,820559.52,8,August,3,2022,1,January,1,2024,Tuesday,3Q2022,high revenue,Muy alto,high budget,Alta,0.9123240062299037,1709.9178326996198,1,1,0,1,0,1065.6386486486485
Cross-group radical definition,2023-04-24,2024-04-01,42878.1,0.48,webinar,B2C,organic,0.66,236497.1,343,451.56,Different,193619.0,4,April,2,2023,4,April,2,2024,Monday,2Q2023,low revenue,Muy alto,medium budget,Alta,0.818695028395697,689.4959183673469,1,1,0,0,1,649.6681818181818
